Team,name,player_id,batting_position,runs,balls,fours,sixes,strike_rate,overs_bowled,overs,total_balls,dots,maidens,conceded,fours_conceded,sixes_conceded,wickets,LBW,Bowled,noballs,wides,economy_rate,catches,stumping,direct_hit,indirect_hit,strike_rate_fp,batting_fp,bowling_fp,fielding_fp,total_fp
Guyana Amazon Warriors,Saim Ayub,33609a8c,1,37,24,5,2,154.17,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,77,0,0,77
Guyana Amazon Warriors,OF Smith,23cca426,2,44,32,4,3,137.5,"[10, 12, 15]",3.0,18,3,0,50,3,4,0,0,0,0,4,16.67,0,0,0,0,2,84,-3,0,81
Guyana Amazon Warriors,SD Hope,1fc6ef83,3,54,36,2,3,150.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,88,0,6,94
Guyana Amazon Warriors,SO Hetmyer,48a1d7b7,4,2,4,0,0,50.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,2
Guyana Amazon Warriors,Azam Khan,ee8f1a6d,5,12,5,1,1,240.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,22,0,20,42
Guyana Amazon Warriors,D Pretorius,11614d87,6,11,9,0,0,122.22,"[1, 3, 17, 20]",4.0,24,9,0,26,4,0,1,0,0,0,0,6.5,0,0,0,0,0,11,36,0,47
Guyana Amazon Warriors,KMA Paul,75224f22,7,0,0,0,0,0.0,[5],1.0,6,2,0,11,2,0,1,0,0,0,0,11.0,0,0,0,0,0,0,27,0,27
Guyana Amazon Warriors,R Shepherd,c5aef772,8,0,0,0,0,0.0,"[2, 4, 16, 18]",4.0,24,7,0,45,8,0,1,1,0,0,2,11.25,0,0,0,0,0,0,36,0,36
Guyana Amazon Warriors,G Motie,97bdec3d,9,0,0,0,0,0.0,"[7, 9, 11, 13]",4.0,24,8,0,27,2,0,0,0,0,0,0,6.75,0,0,0,0,0,0,10,0,10
Guyana Amazon Warriors,Imran Tahir,acee4cc4,10,0,0,0,0,0.0,"[6, 8, 14, 19]",4.0,24,14,0,12,0,0,3,0,1,0,0,3.0,0,0,0,1,0,0,107,6,113
Guyana Amazon Warriors,JA Sinclair,43057192,11,0,0,0,0,0.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,20,20
Trinbago Knight Riders,MJ Guptill,2be41edb,1,1,3,0,0,33.33,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1
Trinbago Knight Riders,M Deyal,7183799b,2,37,20,8,0,185.0,"[6, 14]",2.0,12,3,0,21,1,2,1,0,0,0,0,10.5,1,0,0,0,6,79,26,8,113
Trinbago Knight Riders,CAK Walton,bbff906c,3,25,27,2,0,92.59,[18],1.0,6,1,0,7,0,0,0,0,0,0,1,7.0,0,0,0,0,0,37,1,0,38
Trinbago Knight Riders,KU Carty,6020a3c6,4,83,49,7,4,169.39,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,151,0,0,151
Trinbago Knight Riders,KA Pollard,a757b0d8,5,9,9,1,0,100.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,13,0,0,13
Trinbago Knight Riders,K Alleyne,6b07035d,6,2,2,0,0,100.0,[19],0.333,2,0,0,4,0,0,0,0,0,1,0,12.01,1,0,0,0,0,2,0,8,10
Trinbago Knight Riders,AJ Hosein,4d7f517e,7,2,3,0,0,66.67,"[1, 7, 9, 16]",4.0,24,8,0,32,3,1,1,0,0,0,0,8.0,1,0,0,0,0,2,33,8,43
Trinbago Knight Riders,SR Patel,18fac429,8,1,3,0,0,33.33,"[8, 10, 12, 17]",4.0,24,6,0,48,2,3,0,0,0,1,4,12.0,1,0,0,0,0,1,2,8,11
Trinbago Knight Riders,T Hinds,45a62071,9,1,3,0,0,33.33,"[3, 5, 11, 13]",4.0,24,12,0,26,4,0,1,0,0,0,2,6.5,0,0,0,0,0,1,39,0,40
Trinbago Knight Riders,JC Carmichael,c8d45843,10,4,1,1,0,400.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,8,0,0,8
Trinbago Knight Riders,JNT Seales,ded9ff1e,11,0,0,0,0,0.0,"[2, 4, 15]",3.0,18,8,0,37,2,3,1,0,0,0,6,12.33,0,0,0,0,0,0,27,0,27
