Team,name,player_id,batting_position,runs,balls,fours,sixes,strike_rate,overs_bowled,overs,total_balls,dots,maidens,conceded,fours_conceded,sixes_conceded,wickets,LBW,Bowled,noballs,wides,economy_rate,catches,stumping,direct_hit,indirect_hit,strike_rate_fp,batting_fp,bowling_fp,fielding_fp,total_fp
New Zealand,BB McCullum,b8a55852,1,64,36,2,6,177.78,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,0,2,6,122,0,40,162
New Zealand,MJ Guptill,2be41edb,2,67,45,7,2,148.89,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,117,0,0,117
New Zealand,JD Ryder,91ffa6c6,3,30,22,3,0,136.36,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,48,0,0,48
New Zealand,LRPL Taylor,b61a3e1a,4,8,5,1,0,160.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,12,0,8,20
New Zealand,RJ Nicol,8d8c24fd,5,0,0,0,0,0.0,[11],1.0,6,1,0,11,0,1,0,0,0,0,0,11.0,0,0,0,0,0,0,1,0,1
New Zealand,JEC Franklin,cf73ad76,6,0,0,0,0,0.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
New Zealand,NL McCullum,5673a3fc,7,0,0,0,0,0.0,"[10, 12, 14]",3.0,18,6,0,23,0,2,3,0,0,0,0,7.67,2,0,0,0,0,0,85,16,101
New Zealand,JDP Oram,3eac9d95,8,0,0,0,0,0.0,"[6, 8, 16]",3.0,18,4,0,27,4,0,1,0,0,0,1,9.0,0,0,0,2,0,0,29,12,41
New Zealand,DAJ Bracewell,2e9fdf9b,9,0,0,0,0,0.0,"[1, 3, 5, 17]",3.833,23,13,0,25,3,1,3,0,0,0,0,6.52,0,0,0,0,0,0,94,0,94
New Zealand,GW Aldridge,42a05795,10,0,0,0,0,0.0,"[2, 4, 13, 15]",4.0,24,7,0,45,6,1,1,0,1,0,0,11.25,1,0,0,0,0,0,36,8,44
New Zealand,LJ Woodcock,9ba59a3c,11,0,0,0,0,0.0,"[7, 9]",2.0,12,6,0,20,1,2,0,0,0,0,0,10.0,0,0,0,0,0,0,4,0,4
Zimbabwe,H Masakadza,31fbf891,1,9,5,2,0,180.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,17,0,0,17
Zimbabwe,CJ Chibhabha,f32dbc84,2,65,39,4,5,166.67,[15],1.0,6,1,0,9,1,0,0,0,0,0,0,9.0,1,0,0,0,4,123,1,8,132
Zimbabwe,BRM Taylor,53597be1,3,1,5,0,0,20.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1
Zimbabwe,E Chigumbura,d2babdd5,4,39,22,4,2,177.27,"[6, 10]",2.0,12,4,0,17,2,0,0,0,0,0,1,8.5,0,0,0,0,6,77,4,0,81
Zimbabwe,CK Coventry,a21ea40c,5,0,2,0,0,0.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,-2,0,6,4
Zimbabwe,F Mutizwa,d3e83eef,6,22,17,2,0,129.41,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,30,0,6,36
Zimbabwe,MN Waller,ec4dada1,7,12,6,2,0,200.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,20,0,0,20
Zimbabwe,P Utseya,9de271ef,8,2,2,0,0,100.0,"[7, 9, 13]",3.0,18,4,0,45,2,4,0,0,0,1,0,15.0,0,0,0,0,0,2,-2,0,0
Zimbabwe,RW Price,67af6f81,9,0,1,0,0,0.0,"[5, 8, 11, 14]",4.0,24,6,0,34,3,1,0,0,0,0,1,8.5,0,0,0,0,0,0,6,0,6
Zimbabwe,KM Jarvis,59792462,10,0,1,0,0,0.0,"[2, 4, 12, 17]",4.0,24,5,0,36,3,1,2,0,1,2,0,9.0,0,0,0,0,0,-2,63,0,61
Zimbabwe,CB Mpofu,49691d7a,11,0,1,0,0,0.0,"[1, 3, 16, 18]",4.0,24,8,0,40,2,2,0,0,0,0,7,10.0,0,0,0,0,0,-2,6,0,4
